Primary Key,Participant ID,Treatment Group,Error Type ,Error Explanation,Visual,Text,Text+Visual,None of the Above,Rank Explanation
244,5d02e8a7c087120001942ae7,Visual, Size,There are negative values associated with size encoding,3,2,1,4,Option 1 give a complete explanation. Option 2 in this instance helps more than visual on its own which gives no real indication of the error.
245,5d287be62a33c100167c93c6,Visual, Size,Negative values associated with size encodings,3,2,1,4,I can't easily understand just based on the graphics. Having both makes it easier.
246,5c5f933f59ec1d0001fe64e7,TextLint, Size,Negative value with size encodings,3,2,1,4,I choose visual and text because you can see whats going on in the picture and piece it together
248,5c5e3853de929b0001a4d683,Text, Size,there are negative values  associated with the size encodings,3,1,2,4,because the text helps to understand what is happening and with the visual you already fully understand
16,de,Text,Color,Text and visual ,1,3,2,4,The dots are too merged together 
18,5c97f7ed18a759001648027a,Visual,Color,that the 2 colours of 2 of the origins on the graph are too similar,1,3,2,4,"Seeing just the legend highlighted points out the issue straight away, having the text there too makes it even clearer."
27,5bfbf60d18430e000186a0b6,TextLint,Color,The colours are too similar,1,3,2,4,The red box was the only necessary aid to enable me to see the issue
43,5c7ead380ce9a10016fb5ebf,Visual,Color,Colors are two similar.,1,3,2,4,Very clustered and cannot tell the difference.
44,5d650ee54c485a00018c0747,Text,Color,Too similar colors,1,3,2,4,It is really helpful to see and read about the problem
46,5d2c9ed0a0580000174a22bc,TextLint,Color,Too similar colors,1,3,2,4,"Easy to see, have to look for text"
59,5d287be62a33c100167c93c6,Visual,Color,the colors are too similar,1,3,2,4,I was able to understand simply with just visual
60,5c5f933f59ec1d0001fe64e7,TextLint,Color,The colors are way too similar to one another,1,2,3,4,The colors arenot different from each other and you can look at the visual to see that above that why I chose visual first 
2,5c2d3ba4731cd10001b647d7,TextLint,Color,colors are too similiar,2,1,3,4,the colors are too similiar so the visual makes the best use of how to determine the error
10,5781511fad1a6c00014658b7,Text,Color,The colours are too similar,2,1,3,4,The colours are too similar is enough for someone to gauge what it's referring to.
14,5a6b4cd2d5d4cb0001d64740,Text,Color,The colors are too similar,2,3,1,4,"I think it's good to understand why an error is wrong, not just that an error is there. "
15,5dc38919dcc83f28ec7970a9,Visual,Color,The legend and the colors are too similar,2,1,3,4,The text is the easiest to read. 
19,5dbc5143859674000ebbe28c,Visual,Color,The colors are too similar,2,3,1,4,I think text and visual is most helpful because the visual is loud and calls attention and the text explains. I think visual helps more because it jumps out more than the text.
25,5d7929cc3dd8fd0001de3b98,TextLint,Color,The colours for the keys are too similar.,2,3,1,4,It's nice to have the legend pointed out to you.
33,5a49d6a06d85f80001c25bc4,TextLint,Color,the colors of two of the countries are too similar,2,3,1,4,"with no text, you don't know what's going on - and the text needs to be next to the actual error point - like next to the actual box!"
40,5cc99062d918560016acf,TextLint,Color,Text + Visual,2,3,1,4,The text and visual explained the error to the fullest but the visual was enough to show the error
42,5d77eb3007e8770001acdef8,Visual,Color,Colours too similar,2,3,4,1,I knew immediately why
52,5cab8cadd0f9c90016b178b0,TextLint,Color,the colors are too similar.,2,1,3,4,Error is too obvious. It does not matter text or visual is given as first place.
55,5dbf7e6f5b87704112c41466,Visual,Color,Visual,2,3,1,4,The text + visual option has much more information that clearly explains the issue.
3,5a68c6e431b87a0001c753d6,Visual,Color,colours are too similar,3,2,1,4,good to see and be told
4,5c6693d3a3636800013e2a5b,Visual,Color,The colours are too similar ,3,1,2,4,Text is clear but visual does not clearly show the error
5,56f340a6d70ab40006682a5e,Text,Color,The colors are too similar.,3,1,2,4,The visual isn't clear enough about the problem as the text is.
6,5d7192103785810001af02a6,Text,Color,The colors are too similar.,3,1,2,4,"This is one instance where it may be clear enough through text to see the mistake. With visuals, colors the legend may not actually notify the viewer what the problem is. "
7,5c2677e6ec10810001431001,TextLint,Color,The colours on the graph are too similar.,3,2,1,4,The text gives context for why the visual is there.
8,5db5d65a57839d000d955bae,Visual,Color,The colours are too similar ,3,1,2,4,Visual wasn't helpful as it points out the key but not the error 
9,5cfeea9c4954fe00165895e0,Visual,Color,The colors are too similar,3,2,1,4,Text+Visual contains the most info.  Highlighting the legend without any text is not clear what the actual issue is - you have to guess - the text is cleraer
11,5d150669b296b500187df8f9,TextLint,Color,The colours on the graph are too similar,3,2,1,4,"I dont think the visual shows the error that clearly. you need the text to explain it better,."
12,5d7101657e53bd000148bdef,TextLint,Color,The colours are too similar ,3,2,1,4,text and visual combines the best of both methods but text is more clear as showing this reasoning 
13,5d456961810cac00011bbe28,TextLint,Color,the colors are too similar,3,2,1,4,In this case a little bit of text give more help.
17,5d2249547afc290017e5a8f9,Text,Color,the colours are too similar,3,2,1,4,the text indicates the error but the visual colouring in of the error specifies where the problem arise from.
20,5ce7f7ae2aa9590016af2ba7,Text,Color,The colours are too similar,3,1,2,4,only the text is needed because the visual is confusing but both are ranked #2 as the visual without the text is most confusing
21,5bf716d84cf1db0001aa80d8,Visual,Color,The colours in the key are too similar,3,1,2,4,It is quite a straightforward error so text is easy to understand
22,5cb72e7625f45e0017c31287,Visual,Color,Text,3,1,2,4,"text is most useful, cause after I read this, I know what graph is most helpful"
23,5c613f2859ec1d0001fe6ea8,Visual,Color,the colors are too similar,3,2,1,4,visual + text was the quicker to make me understand
24,5beeda51555093000152d513,Text,Color,similar collors,3,2,1,4,"text and visual always better, text is alwasy better than visual because it explains the problem"
26,5ce91c637d2bca00171a6ea1,TextLint,Color,Colors are too similar,3,1,2,4,Only with the text I could understand what was wrong with the legend. Visual aids to locate the error
28,5dbe9709c964f836acbe159c,TextLint,Color,colours are too similar,3,1,2,4,its not clear what visual is highlighting on its own. text is very obviios in explaining the error
29,5d90be048ff8b4001656a6d9,Text,Color,The colours are too similar. ,3,2,1,4,The explanations with text messages are much clearer. The visual alone one relies on you knowing this is different from the original image. 
30,5c9178d3803bff0001fef762,Text,Color,Colors are too similar,3,2,1,4,Image looks like part of the graph at first and doesn't show what is wrong right away
31,5dd0409d9ca8a312350a4118,Visual,Color,Colours for each country too similar. ,3,1,2,4,The text clearly explained the problem. The visual made it hard to see how similar the colours were. 
32,5c3e3f65e466860001c4b785,Text,Color,The colors are too similar,3,2,1,4,Being Told and shown explains the issue more clearly
34,5d70ec2138ac7e00012f817b,TextLint,Color,Visual,3,1,2,4,"The text is very clear about the error. The visual help, on the other hand is not"
35,5c1026b7e6eb4e0001b2863c,Text,Color,the colours are too similar,3,1,2,4,"the text clearly explains the issue, whereas visually you have to think about what the issue is"
37,5b222aff59f9620001c109cb,Visual,Color,The colors are too similar,3,1,2,4,Text explains it right away
38,5d3f1bbf5edc3a001853870e,Text,Color,the colors are too similar,3,1,2,4,Text explaination was the best in this case
39,5c665e1948985d0001f09675,Text,Color,the colors are too similar,3,1,2,4,text is very important here because the visual do not convey the error efficiently
41,5d7f2045056b030015c3a60a,TextLint,Color,colours are too similar,3,1,2,4,text makes  everything cleaer  especially for somethingl iek that 
45,5d9a74f72aae4c031a29af9b,Visual,Color,Colors are too similar,3,2,1,4,I think text is fundamental because is not something that a lot of people would consider an error.
47,5cf7cbe401a41f0017d1846f,TextLint,Color,The colours are too similar.,3,2,1,4,"In this situation, we can see what colours the text is referring to and it is more straightforward having both bits of information, rather than one or the other."
48,5c66cc9246bfc200019044b8,TextLint,Color,The colors are very similar,3,2,1,4,"Text + visual wins the first place again, clear and understandable, but the Text method is understandable thats why i rank it second."
49,5d4ad488dfd8230018fd0b45,Text,Color,colours are too similar,3,1,2,4,text is clearest
50,5d349520c5edfe001af7c86b,Text,Color,the colours are two similar ,3,2,1,4,the text and visual gave the most information 
51,5bd9eb1b1dcc41000132ae7e,Visual,Color,The colours are too similar,3,1,2,4,The text was enough to point out the error
53,5cd99cab568b5b0001cc6330,None,Color,The colors are too similar,3,1,2,4,"You can easily see that as the colors are too similar, the graph is not understandable"
54,5db396d5b449ad000cbfc38c,None,Color,The colors of two countries are too similar,3,1,2,4,Text explains the error best because the person can realise it easily. The red box the legend makes it a little bit harder to understand what is going on because the color covers the real purpose.
56,5c9d2bed010c73001706aeaa,Text,Color,The colors are too similar. ,3,1,2,4,"This is getting rather ridiculous: Text is most impact, followed by text and visual, followed by visual. This is what I think."
57,5dc1978fdbf8200fe9537083,TextLint,Color,the colours are too similar ,3,2,1,4,The text and visual are the most helpful 
58,5d02e8a7c087120001942ae7,Visual,Color,The colours are too similar ,3,2,1,4,Option 1 gives a good explanation of the colours. Option 2 also help much more than only visual which does not give enough information..
61,5daf65969975f80015854b5e,Visual,Color,Colors too similar,3,2,1,4,With the visual + text it is very easy to understand the error. With only the visual method it's somewhat difficult to understand the error because it can be too many things wrong
62,5c5e3853de929b0001a4d683,Text,Color,The colors are too similar,3,1,2,4,Only with the text helps to understand what is happening
36,5daa322a47b9d20017a2e968,Visual,Color,colors are similars,4,1,2,3,Only by reading the text you can understand the error here
1,5d5ef4b0cb2426001974ad74,TextLint,Color,Everything,,,,,Not understand
63,5d5ef4b0cb2426001974ad74,TextLint,Legend,Legend,1,3,2,4,Text prob 
70,5db5d65a57839d000d955bae,Visual,Legend,There is no key,1,3,2,4,Visual made the absence of the key clear.
80,5c97f7ed18a759001648027a,Visual,Legend,"There is no legend on the graph, so you are no told what colours mean what",1,2,3,4,"The visual shows straight away where the legend 'should' be, the text also communicates this clearly enough"
88,5ce91c637d2bca00171a6ea1,TextLint,Legend,No legend shown,1,3,2,4,Visual is quicker and easier to understand. Text also helps but not so quickly
89,5bfbf60d18430e000186a0b6,TextLint,Legend,there is no legend,1,3,2,4,The red box draws immediate attention to the issue
97,5c1026b7e6eb4e0001b2863c,Text,Legend,there is no legend,1,3,2,4,the visual stands out the most as it is biggest
98,5daa322a47b9d20017a2e968,Visual,Legend,No legend.,1,2,3,4,By just looking at the graph you can understand the error so there is no need for the text part
101,5c665e1948985d0001f09675,Text,Legend,there is no legend,1,3,2,4,only visual is enough to notice legends are missing
104,5d77eb3007e8770001acdef8,Visual,Legend,No colour legend,1,3,2,4,Really highlights what is missing immediately
107,5d9a74f72aae4c031a29af9b,Visual,Legend,There is no legend.,1,3,2,4,The visual cue is more than enough helpful and clear.
111,5d4ad488dfd8230018fd0b45,Text,Legend,no legend in it,1,3,2,4,the visual by itself makes it clear 
115,5cd99cab568b5b0001cc6330,None,Legend,There is no legend,1,2,3,4,At first impact you can see that legend is missing
117,5dbf7e6f5b87704112c41466,Visual,Legend,Visual (No legend),1,3,2,4,The visual highlighting of no legend easily explained the error in construction.
67,56f340a6d70ab40006682a5e,Text,Legend,There is no legend.,2,3,1,4,"The visual is intuitive and makes more sense, with text it's more clear. "
69,5c2677e6ec10810001431001,TextLint,Legend,There is no legend,2,3,1,4,"The text gives context for the visual, the visual by itself doesn't give a reason for why it's there. On the other hand, the text by itself is easy to miss."
71,5cfeea9c4954fe00165895e0,Visual,Legend,There is no legend,2,3,1,4,"Since the legend is missing, the visual is clear as to what the problem is, and stand out more than the text"
72,5781511fad1a6c00014658b7,Text,Legend,there is no legend for the graph.,2,1,3,4,You can see that there is no legend without visual aids.
73,5d150669b296b500187df8f9,TextLint,Legend,There is no legend (key),2,3,1,4,Using text and visual very simply shows the error in the graph above.
74,5d7101657e53bd000148bdef,TextLint,Legend,there is no legend ,2,3,1,4,text and visual combines the best of both methods 
78,de,Text,Legend,Text and visual ,2,3,1,4,The text and visual are important to the overall look 
81,5dbc5143859674000ebbe28c,Visual,Legend,There is no legend,2,3,1,4,I think text and visual is most helpful because the visual is loud and calls attention and the text explains. I think visual helps more because it jumps out more than the text.
83,5bf716d84cf1db0001aa80d8,Visual,Legend,"There has been an error, there is no graph loading above",2,3,4,4,"There has been an error, there is no graph loading above"
95,5a49d6a06d85f80001c25bc4,TextLint,Legend,no legend for the different colors shown,2,3,1,4,"If I wasn't already familiar with this rating scheme, I wouldn't notice the explanation on the text only - as it's just in plain black so doesn't stand out on the graph as an error"
99,5b222aff59f9620001c109cb,Visual,Legend,there is no legend,2,3,1,4,Text and visual work the best together
100,5d3f1bbf5edc3a001853870e,Text,Legend,there is no legend,2,1,3,4,Text + visual explaination wasn't necessary in this case
112,5d349520c5edfe001af7c86b,Text,Legend,there is no legend ,2,3,1,4,the visual and text gave the most information 
114,5cab8cadd0f9c90016b178b0,TextLint,Legend,"""there is no legend""",2,1,3,4,For this graph text is enough since error is pretty obvious.
116,5db396d5b449ad000cbfc38c,None,Legend,There is no legend in the graph,2,1,3,4,"Text is the quickest way to tell what is wrong, visual second, while text+visual makes the viewer's concentration divided into two parts (on the red legend part and the text)"
120,5d02e8a7c087120001942ae7,Visual,Legend,There is no legend,2,3,1,4,"Text and visual give a complete showing of where the error is. The placement of the error and the name of the error. Visual on its own is fine, text on its own gives less information."
123,5daf65969975f80015854b5e,Visual,Legend,No legend.,2,3,1,4,With the visual + text it is very easy to understand the error. I think the visual method here works fine.
64,5c2d3ba4731cd10001b647d7,TextLint,Legend,no legend,3,2,1,4,the text calls out to the missing content beign the legend
65,5a68c6e431b87a0001c753d6,Visual,Legend,there is no legend key,3,2,1,4,nice to clearly see what is missing as well as be told
66,5c6693d3a3636800013e2a5b,Visual,Legend,There is no legend present,3,2,1,4,The combination of both helps to clearly explain and direct to the error
68,5d7192103785810001af02a6,Text,Legend,There is no legend.,3,1,2,4,"It seems pretty obvious to most people that they know what a legend is, so a simple text reminder is probably best."
76,5a6b4cd2d5d4cb0001d64740,Text,Legend,There is no legend,3,2,1,4,"I think it's good to understand why an error is wrong, not just that an error is there. "
77,5dc38919dcc83f28ec7970a9,Visual,Legend,There is no legend. ,3,2,1,4,The colors are bright and the text is easy to read.
79,5d2249547afc290017e5a8f9,Text,Legend,there is no legend,3,2,1,4,text and visual shown what was missing(the legend)and shows where it would normally be found . 
82,5ce7f7ae2aa9590016af2ba7,Text,Legend,There is no legend,3,2,1,4,the text and visual provides the most information but the visual is ranked #2 as it makes the issue more obvious than the text alone
84,5cb72e7625f45e0017c31287,Visual,Legend,no legend,3,1,2,4,there is no legend on graph
85,5c613f2859ec1d0001fe6ea8,Visual,Legend,there is no legend,3,1,2,4, text was the quicker to make me understand
86,5beeda51555093000152d513,Text,Legend,there is no legend,3,2,1,4,same as the previous one
87,5d7929cc3dd8fd0001de3b98,TextLint,Legend,There is no legend,3,1,2,4,You can see there is no legend and the text point it out to you.
91,5d90be048ff8b4001656a6d9,Text,Legend,There is no legend,3,2,1,4,Textual explanations are clearer 
92,5c9178d3803bff0001fef762,Text,Legend,There is no legend,3,2,1,4,The image looks like part of the graph at first
93,5dd0409d9ca8a312350a4118,Visual,Legend,There is no legend (key). ,3,1,2,4,"Visual makes it look like there is a legend when its actually saying that there is not a legend, confusing. "
94,5c3e3f65e466860001c4b785,Text,Legend,there isnt a legend,3,2,1,4,Text and visual helps with the explanation.
96,5d70ec2138ac7e00012f817b,TextLint,Legend,Text,3,2,1,4,"Once again both the visual and the text are really helpful in finding the error, being both number one in my opinion"
102,5cc99062d918560016acf,TextLint,Legend,Text + visual,3,2,1,4,There is text to say no legend and a red box with the words legend
103,5d7f2045056b030015c3a60a,TextLint,Legend,there is no  legend,3,1,2,4,the texts just make everything clearer
105,5c7ead380ce9a10016fb5ebf,Visual,Legend,Legend is missing.,3,2,1,4,I saw no legend.
106,5d650ee54c485a00018c0747,Text,Legend,No legend written,3,2,1,4,It is better like this to get it
108,5d2c9ed0a0580000174a22bc,TextLint,Legend,"No legend, vague wording",3,1,2,4,"Saw the text first this time, easier to find than the visual"
110,5c66cc9246bfc200019044b8,TextLint,Legend,There is no Legend in the graph,3,2,1,4,"Text + visual are the most clear almost always, like in this case."
113,5bd9eb1b1dcc41000132ae7e,Visual,Legend,there is no legend,3,2,1,4,Text and visual explained the problem of there being no legend on the graph
118,5c9d2bed010c73001706aeaa,Text,Legend,There is no legend.,3,1,2,4,"Text is most impact, followed by text and visual, followed by visual. This is what I think."
119,5dc1978fdbf8200fe9537083,TextLint,Legend,There is no legend,3,2,1,4,The text and visual are helpful but the visual on it's own doesn't explain much
121,5d287be62a33c100167c93c6,Visual,Legend,There is no legend,3,1,2,4,"My first thought wasn't a missing legend, the text helped me./"
122,5c5f933f59ec1d0001fe64e7,TextLint,Legend,There was no legend,3,1,2,4,I feel like the text actually helped this time because I would have looked at the picture and thought it was the red color
124,5c5e3853de929b0001a4d683,Text,Legend,There is no legend,3,1,2,4,because the text helps to understand what is happening and with the visual you already fully understand
75,5d456961810cac00011bbe28,TextLint,Legend,there is no legend,,,,4,Visual is more helpful than text
90,5dbe9709c964f836acbe159c,TextLint,Legend,there is no legend,,,,4,theyre all equally helpful
109,5cf7cbe401a41f0017d1846f,TextLint,Legend,There is no legend. ,,,,4,The image is pretty self-explanatory in this scenario.
349,5c665e1948985d0001f09675,Text,Log Neg,negative values in the data but a logarithmic scale is used,1,3,2,4,Visual text is enough to find the error
358,5c66cc9246bfc200019044b8,TextLint,Log Neg,Negative values in a logarithmic scale.,1,2,3,4,The graph needs to clear when you look at it.
362,5cab8cadd0f9c90016b178b0,TextLint,Log Neg,Graph does not use logarithmic scale.,1,2,3,4,Visual is enough to comprehend the mistake occured here.
311,5d5ef4b0cb2426001974ad74,TextLint,Log Neg,Text,2,1,4,4,Text prob
314,5c6693d3a3636800013e2a5b,Visual,Log Neg,NEGATIVE values wihtin the graph,2,1,3,4,Text is very easy at explaining the following error. I wouldn't have got that from visual
315,56f340a6d70ab40006682a5e,Text,Log Neg,"There are negative values in the data, but a logarithmic scale is used.",2,3,1,4,The visual plus text makes the most sense but the visual on its own is also very helpful.
321,5d150669b296b500187df8f9,TextLint,Log Neg,Negative values are in the scale,2,3,1,4,You need the arrow to show where the error is
325,5dc38919dcc83f28ec7970a9,Visual,Log Neg,There was a negative value and the wrong scale was being used.,2,3,1,4,I would have never seen the negative value without the arrow.
326,de,Text,Log Neg,Text and visual ,2,1,4,4,Because negative values in the text make this graph useless 
331,5bf716d84cf1db0001aa80d8,Visual,Log Neg,The x axis scale is incorrect,2,3,1,4,I wouldn't necessarily understand text or visual on its own without context of what the graph is about
332,5cb72e7625f45e0017c31287,Visual,Log Neg,negative values in the data,2,3,1,4,Visual + text
333,5c613f2859ec1d0001fe6ea8,Visual,Log Neg,there are negative values in the data but a logarithmic scale iis being used,2,3,1,4,text+visual was the quickest to make me understand the issue
343,5a49d6a06d85f80001c25bc4,TextLint,Log Neg,it's saying something about negative data values but this is not true -  the data values go to 0 - there are no negative values shown. I understand about the logarithmic scale but I don't see the relationship to the error,2,3,4,4,it erroneously says there are negative data values shown - 
344,5d70ec2138ac7e00012f817b,TextLint,Log Neg,Visual,2,1,3,4,The text is easily understood and helps us find the error quickly
350,5cc99062d918560016acf,TextLint,Log Neg,Text + Visual,2,3,1,4,"I was able to formulate and effective decison I believed, and thought this was useful"
354,5d650ee54c485a00018c0747,Text,Log Neg,Wrong use of the data table,2,1,3,4,Better to get it
356,5d2c9ed0a0580000174a22bc,TextLint,Log Neg,I have no idea,2,3,4,4,Completely confused by the text. I would have said doesn't start at 0
361,5bd9eb1b1dcc41000132ae7e,Visual,Log Neg,There are negative values in the data but a logarithmic scale is being used,2,3,1,4,Visual and text show the error better than just describing it
363,5cd99cab568b5b0001cc6330,None,Log Neg,"There are negative values in the data, but it’s being used a logarithmic scale",2,1,3,4,"There are negative values, but the graph is designed logically."
364,5db396d5b449ad000cbfc38c,None,Log Neg,There are negative values in the data in which scale is being used,2,3,1,4,"Text + visual explains what the problem best, and visual tells where is wrong "
368,5d02e8a7c087120001942ae7,Visual,Log Neg,There are negative values in the data but  logarithmic scale is being used.,2,1,3,4,Text explains this issue the best explaining it easily. Option 2 adds a little more detail whereas option 3 doesn't offer much.
370,5c5f933f59ec1d0001fe64e7,TextLint,Log Neg,Negative values in the data,2,3,4,4,I am confused on this one I guess I don't quit understand what is going on in the image itself
312,5c2d3ba4731cd10001b647d7,TextLint,Log Neg,doesn't denote negative values,3,1,2,4,the text speaks more to the error rather than the visual since the negative sign is missing
