Primary Key,Participant ID,Treatment Group,Error Type ,Error Explanation,Visual,Text,Text+Visual,None of the Above,Rank Explanation
11,5d150669b296b500187df8f9,TextLint,Color,The colours on the graph are too similar,3,2,1,4,"I dont think the visual shows the error that clearly. you need the text to explain it better,."
12,5d7101657e53bd000148bdef,TextLint,Color,The colours are too similar ,3,2,1,4,text and visual combines the best of both methods but text is more clear as showing this reasoning 
13,5d456961810cac00011bbe28,TextLint,Color,the colors are too similar,3,2,1,4,In this case a little bit of text give more help.
17,5d2249547afc290017e5a8f9,Text,Color,the colours are too similar,3,2,1,4,the text indicates the error but the visual colouring in of the error specifies where the problem arise from.
20,5ce7f7ae2aa9590016af2ba7,Text,Color,The colours are too similar,3,1,2,4,only the text is needed because the visual is confusing but both are ranked #2 as the visual without the text is most confusing
21,5bf716d84cf1db0001aa80d8,Visual,Color,The colours in the key are too similar,3,1,2,4,It is quite a straightforward error so text is easy to understand
22,5cb72e7625f45e0017c31287,Visual,Color,Text,3,1,2,4,"text is most useful, cause after I read this, I know what graph is most helpful"
23,5c613f2859ec1d0001fe6ea8,Visual,Color,the colors are too similar,3,2,1,4,visual + text was the quicker to make me understand
24,5beeda51555093000152d513,Text,Color,similar collors,3,2,1,4,"text and visual always better, text is alwasy better than visual because it explains the problem"
26,5ce91c637d2bca00171a6ea1,TextLint,Color,Colors are too similar,3,1,2,4,Only with the text I could understand what was wrong with the legend. Visual aids to locate the error
28,5dbe9709c964f836acbe159c,TextLint,Color,colours are too similar,3,1,2,4,its not clear what visual is highlighting on its own. text is very obviios in explaining the error
29,5d90be048ff8b4001656a6d9,Text,Color,The colours are too similar. ,3,2,1,4,The explanations with text messages are much clearer. The visual alone one relies on you knowing this is different from the original image. 
30,5c9178d3803bff0001fef762,Text,Color,Colors are too similar,3,2,1,4,Image looks like part of the graph at first and doesn't show what is wrong right away
31,5dd0409d9ca8a312350a4118,Visual,Color,Colours for each country too similar. ,3,1,2,4,The text clearly explained the problem. The visual made it hard to see how similar the colours were. 
32,5c3e3f65e466860001c4b785,Text,Color,The colors are too similar,3,2,1,4,Being Told and shown explains the issue more clearly
34,5d70ec2138ac7e00012f817b,TextLint,Color,Visual,3,1,2,4,"The text is very clear about the error. The visual help, on the other hand is not"
35,5c1026b7e6eb4e0001b2863c,Text,Color,the colours are too similar,3,1,2,4,"the text clearly explains the issue, whereas visually you have to think about what the issue is"
37,5b222aff59f9620001c109cb,Visual,Color,The colors are too similar,3,1,2,4,Text explains it right away
38,5d3f1bbf5edc3a001853870e,Text,Color,the colors are too similar,3,1,2,4,Text explaination was the best in this case
39,5c665e1948985d0001f09675,Text,Color,the colors are too similar,3,1,2,4,text is very important here because the visual do not convey the error efficiently
41,5d7f2045056b030015c3a60a,TextLint,Color,colours are too similar,3,1,2,4,text makes  everything cleaer  especially for somethingl iek that 
45,5d9a74f72aae4c031a29af9b,Visual,Color,Colors are too similar,3,2,1,4,I think text is fundamental because is not something that a lot of people would consider an error.
47,5cf7cbe401a41f0017d1846f,TextLint,Color,The colours are too similar.,3,2,1,4,"In this situation, we can see what colours the text is referring to and it is more straightforward having both bits of information, rather than one or the other."
48,5c66cc9246bfc200019044b8,TextLint,Color,The colors are very similar,3,2,1,4,"Text + visual wins the first place again, clear and understandable, but the Text method is understandable thats why i rank it second."
49,5d4ad488dfd8230018fd0b45,Text,Color,colours are too similar,3,1,2,4,text is clearest
50,5d349520c5edfe001af7c86b,Text,Color,the colours are two similar ,3,2,1,4,the text and visual gave the most information 
51,5bd9eb1b1dcc41000132ae7e,Visual,Color,The colours are too similar,3,1,2,4,The text was enough to point out the error
53,5cd99cab568b5b0001cc6330,None,Color,The colors are too similar,3,1,2,4,"You can easily see that as the colors are too similar, the graph is not understandable"
54,5db396d5b449ad000cbfc38c,None,Color,The colors of two countries are too similar,3,1,2,4,Text explains the error best because the person can realise it easily. The red box the legend makes it a little bit harder to understand what is going on because the color covers the real purpose.
56,5c9d2bed010c73001706aeaa,Text,Color,The colors are too similar. ,3,1,2,4,"This is getting rather ridiculous: Text is most impact, followed by text and visual, followed by visual. This is what I think."
57,5dc1978fdbf8200fe9537083,TextLint,Color,the colours are too similar ,3,2,1,4,The text and visual are the most helpful 
58,5d02e8a7c087120001942ae7,Visual,Color,The colours are too similar ,3,2,1,4,Option 1 gives a good explanation of the colours. Option 2 also help much more than only visual which does not give enough information..
61,5daf65969975f80015854b5e,Visual,Color,Colors too similar,3,2,1,4,With the visual + text it is very easy to understand the error. With only the visual method it's somewhat difficult to understand the error because it can be too many things wrong
62,5c5e3853de929b0001a4d683,Text,Color,The colors are too similar,3,1,2,4,Only with the text helps to understand what is happening
36,5daa322a47b9d20017a2e968,Visual,Color,colors are similars,4,1,2,3,Only by reading the text you can understand the error here
1,5d5ef4b0cb2426001974ad74,TextLint,Color,Everything,,,,,Not understand
