Primary Key,Participant ID,Treatment Group,Error Type ,Error Explanation,Visual,Text,Text+Visual,None of the Above,Rank Explanation
329,5dbc5143859674000ebbe28c,Visual,Log Neg,There are negative values in the data but a logarithmic scale is being used,3,2,1,4,I think text and visual is most helpful because the visual is loud and calls attention and the text explains. I think text helps more because this is a more complicated answer than the visual can portray
334,5beeda51555093000152d513,Text,Log Neg,there are negative values in the data but with logarithmic scale,3,2,1,4,same as the previous one
335,5d7929cc3dd8fd0001de3b98,TextLint,Log Neg,There are negative values used on a bar graph,3,1,2,4,The text is easy to understand even without the visual nod.
336,5ce91c637d2bca00171a6ea1,TextLint,Log Neg,"Negative values in the data, but a logarithmic scale is being used",3,2,1,4,"Text is always more explanatory and visual helps to understand the ideia, but alone is not so claryfying as the text"
337,5bfbf60d18430e000186a0b6,TextLint,Log Neg,"There are negative values in the data,but a logarithmic scale is being used",3,1,2,4,"Reading the text made it instantly clear what the problem was, where as the visual alone made me have think further!"
338,5dbe9709c964f836acbe159c,TextLint,Log Neg,negative values in the data but a lograithic scale is used,3,2,1,4,text and visa makes it clear that text or visual on their own wouldn't
339,5d90be048ff8b4001656a6d9,Text,Log Neg,The graph doesn't show the negative values correctly ,3,2,1,4,Textual explanations are clearer 
340,5c9178d3803bff0001fef762,Text,Log Neg,Logarithmic scale used with negative data,3,2,1,4,Image looks like part of the graph at first and doesn't show what is wrong right away
341,5dd0409d9ca8a312350a4118,Visual,Log Neg,There are negative values in data set but a logarithmic sclae is used. ,3,2,1,4,Visual and text needed to properly explain. 
342,5c3e3f65e466860001c4b785,Text,Log Neg,There are negative values in the data.,3,2,1,4,Being Told and shown explains the issue more clearly
345,5c1026b7e6eb4e0001b2863c,Text,Log Neg,"there are negative values in the data, but a logarithmic scale is being used",3,2,1,4,the visual helped to give a clearer explanation of the error 
346,5daa322a47b9d20017a2e968,Visual,Log Neg,negative values with logarithmic scaale,3,2,1,4,both are necessary for this one It's a bit hard to understand
347,5b222aff59f9620001c109cb,Visual,Log Neg,"there are negative values in the data, but a logarithmic scale is being used.",3,2,1,4,Best to explain with visual as well
348,5d3f1bbf5edc3a001853870e,Text,Log Neg,there are negative values in the data but a logaritmic scale is being used,3,2,1,4,Visual + text explaination made me understand it better
351,5d7f2045056b030015c3a60a,TextLint,Log Neg,negative ,3,2,1,4,text makes  everything cleaer  especially for somethingl iek that 
352,5d77eb3007e8770001acdef8,Visual,Log Neg,"No negative values, despite the logarithmic scale used",3,1,2,4,Text explained the error efficiently
353,5c7ead380ce9a10016fb5ebf,Visual,Log Neg,negative values in the data while a log scale is used.,3,1,2,4,I would not have picked that up without the text.
355,5d9a74f72aae4c031a29af9b,Visual,Log Neg,Negative values in a logartithmic scale.,3,2,1,4,"Text is neccesary, especially for people who don't know how a logarithmic scale works, that's why I think visual only is the least helpful."
357,5cf7cbe401a41f0017d1846f,TextLint,Log Neg,That there is an innappropriate scale being used.,3,2,1,4,I couldn't take any conclusions from the visual representations without the text.
359,5d4ad488dfd8230018fd0b45,Text,Log Neg,that there's a negative value in the data,3,2,1,4,both together make it easier to understand
360,5d349520c5edfe001af7c86b,Text,Log Neg,"there are negative values in the data, but a logarithmic scale being used ",3,2,1,4,the visual and text gave the most information 
365,5dbf7e6f5b87704112c41466,Visual,Log Neg,Visual (the negative values could not exist on a graph that was using log scaling).,3,2,1,4,"It was important to highlight the specific scaling of this graph, along with the textual explanation."
366,5c9d2bed010c73001706aeaa,Text,Log Neg,A logarithmic scale is being used with negative values.,3,1,2,4,"Sigh, again I say text is most impact, followed by text and visual, followed by visual. This is what I think."
367,5dc1978fdbf8200fe9537083,TextLint,Log Neg,there are negative values in the data but logariithmic scale is being used,3,2,1,4,The text and visual are the most helpful with the visual being the least
369,5d287be62a33c100167c93c6,Visual,Log Neg,There was negative values in the data but a logarithmic scale was being used,3,1,2,4,I wouldn't have known what was wrong without the text
371,5daf65969975f80015854b5e,Visual,Log Neg,Negative values with a scale that only is used for positive values,3,2,1,4,With the visual + text it is very easy to understand the error. Only with the visual i think it's very difficult to understand this one.
372,5c5e3853de929b0001a4d683,Text,Log Neg,"There are negative values in the data, but a logarithmic scale is being used",3,1,2,4,because the text helps to understand what is happening and with the visual you already fully understand
328,5c97f7ed18a759001648027a,Visual,Log Neg,"I am still unsure, there are negative values in the data but the graph is using a logarithmic scale",4,3,2,4,I am still unsure of the explanation 
330,5ce7f7ae2aa9590016af2ba7,Text,Log Neg,There are negative values in the data but a logarithmic scale is being used,4,3,1,4,"The text and visual provides the most information, one without the other makes the explanation confusing"
