Primary Key,Participant ID,Treatment Group,Error Type ,Error Explanation,Visual,Text,Text+Visual,None of the Above,Rank Explanation
157,5a49d6a06d85f80001c25bc4,TextLint,Zero Axis,y axis doesn't start at zero,2,1,3,4,"If i was already familiar with these errors, I would be OK with just the visual. But if this rating scheme is new, then I really need the text!"
158,5d70ec2138ac7e00012f817b,TextLint,Zero Axis,Visual,2,3,1,4,I chose Text+Visual because i think they support each other. It's easier for us to have both of them
163,5c665e1948985d0001f09675,Text,Zero Axis,Y axis does nor start at 0,2,3,1,4,It is easy to miss this error of not pointed out
166,5d77eb3007e8770001acdef8,Visual,Zero Axis,Y-axis doesn't start from zero,2,3,4,4,I knew right away it didn't start from 0
168,5d650ee54c485a00018c0747,Text,Zero Axis,The y do not start from 0,2,3,1,4,It helps to understand the problem easier
171,5cf7cbe401a41f0017d1846f,TextLint,Zero Axis,The y-axis does not start at zero,2,3,1,4,The visual representation can be ambiguous and so it's best to clarify with text.
173,5d4ad488dfd8230018fd0b45,Text,Zero Axis,that it doesn't start at 0,2,3,1,4,both together makes it easier but even just the visual makes it clear what's wrong
179,5dbf7e6f5b87704112c41466,Visual,Zero Axis,Visual,2,3,4,4,I personally cannot see the error in this graph.
182,5d02e8a7c087120001942ae7,Visual,Zero Axis,The y-axis does not start at zero,2,3,1,4,Option 1 gives the best information. Option 2 also explains the problem well while option 3 is the least effective.
184,5c5f933f59ec1d0001fe64e7,TextLint,Zero Axis,The y axis does not start at zero,2,3,1,4,"I ranked it above like this due to having images help you actually understand the error better versus having to read a text and not seeing, also with seeing an image without a explanation."
126,5c2d3ba4731cd10001b647d7,TextLint,Zero Axis,y axis doesn't start at 0,3,2,1,4,the text specifically calls out the error
127,5a68c6e431b87a0001c753d6,Visual,Zero Axis,y axis doesn't start at 0,3,2,1,4,combination of text and visual is helpful
130,5d7192103785810001af02a6,Text,Zero Axis,The y-axis does not start at zero.,3,2,1,4,I think having more information about the error makes it easier to see the mistake.
131,5c2677e6ec10810001431001,TextLint,Zero Axis,Y axis doesn't start at zero,3,2,1,4,The visual by itself can be up to interpretation as to what it means.
132,5db5d65a57839d000d955bae,Visual,Zero Axis,The y axis doesn't start at 0,3,2,1,4,The text immediately made clear what the error is and the visual also helped illustrate it but the visual on it's own wasn't very intuitive.
133,5cfeea9c4954fe00165895e0,Visual,Zero Axis,The Y axis does not start at zero,3,2,1,4,Text + Visual gives the most information.  Just the visual requires the reader to guess what the specific issue is
135,5d150669b296b500187df8f9,TextLint,Zero Axis,The y axis (vertical axis) does not start at 0. ,3,2,1,4,"I dont think the visual shows the problem very well, you need text too. "
136,5d7101657e53bd000148bdef,TextLint,Zero Axis,y-axis does not start at zero,3,2,1,4,text and visual combines the best of both methods 
137,5d456961810cac00011bbe28,TextLint,Zero Axis,the y-axis does not start at zero,3,1,2,4,In this case it's more important to read that the y-line has to start from 0 rather than desume it from the arrow.
139,5dc38919dcc83f28ec7970a9,Visual,Zero Axis,The y axis doesn't start at 0.,3,1,2,4,There's not much of a visual to see where the error is.
141,5d2249547afc290017e5a8f9,Text,Zero Axis,the y axis does not start at zero,3,2,1,4,text and visual clearly shows the error
144,5ce7f7ae2aa9590016af2ba7,Text,Zero Axis,y axis does not start at 0,3,2,1,4,the text and visual provides the most information
147,5c613f2859ec1d0001fe6ea8,Visual,Zero Axis,the y-axis does not start at 0,3,1,2,4,text was the quickest to make me understand the issue
148,5beeda51555093000152d513,Text,Zero Axis,axis does not start as zero,3,2,1,4,same as the previous one
149,5d7929cc3dd8fd0001de3b98,TextLint,Zero Axis,The Y axis doesn't start at 0,3,1,2,4,It's easy to locate the y axis even when you don't have a visual prompt.
152,5dbe9709c964f836acbe159c,TextLint,Zero Axis,the y-axis doesnt start at zero,3,1,2,4,just text was sufficient enough although text and visual may be good for those who dont know the difference between y and x axis
153,5d90be048ff8b4001656a6d9,Text,Zero Axis,The y axis does not start at zero ,3,2,1,4,Text explanations are clearer 
154,5c9178d3803bff0001fef762,Text,Zero Axis,Y axis does not start at zero,3,2,1,4,Image looks like part of the graph at first and doesn't show what is wrong right away
155,5dd0409d9ca8a312350a4118,Visual,Zero Axis,The y axis does not begin at 0. ,3,1,2,4,Text clearly states the problem and visual on its own could be confusing. 
156,5c3e3f65e466860001c4b785,Text,Zero Axis,The y axis doesnt start at 0,3,2,1,4,Being Told and shown explains the issue more clearly
159,5c1026b7e6eb4e0001b2863c,Text,Zero Axis,the y-axis does not start at zero,3,1,2,4,the text explains clearly what the error is
160,5daa322a47b9d20017a2e968,Visual,Zero Axis,y axis doesn't start from zero,3,1,2,4,"Text, Because you can understand by just reading the statement."
161,5b222aff59f9620001c109cb,Visual,Zero Axis,the y-axis does not start at zero,3,1,2,4,Text is best for this
162,5d3f1bbf5edc3a001853870e,Text,Zero Axis,the y-axis does not start at 0,3,2,1,4,Both text and visual are helpful
164,5cc99062d918560016acf,TextLint,Zero Axis,Text + Visual,3,2,1,4,The text and visual tell the whole story where as the visual could be missed
165,5d7f2045056b030015c3a60a,TextLint,Zero Axis,y  axisdoes not start  at zero  ,3,1,2,4,text makes  everything cleaer  especially for somethingl iek that 
167,5c7ead380ce9a10016fb5ebf,Visual,Zero Axis,The y axis does not start at 0.,3,2,1,4,I have seen many graphs not start from 0. The text helped me catch it.
169,5d9a74f72aae4c031a29af9b,Visual,Zero Axis,The y-axis does not start at zero.,3,2,1,4,Some people does not know that y axis needs to start at zero so the text makes that clear.
172,5c66cc9246bfc200019044b8,TextLint,Zero Axis,The Y axis don't start at zero,3,2,1,4,Its easier to understand whats the error when the it was shown and writen at the same time.
174,5d349520c5edfe001af7c86b,Text,Zero Axis,the y axis doesn't start at zero ,3,2,1,4,the visual and text gave the most information 
175,5bd9eb1b1dcc41000132ae7e,Visual,Zero Axis,the y axes does not start at zero,3,2,1,4,Text and visual show the entire error
176,5cab8cadd0f9c90016b178b0,TextLint,Zero Axis,the y-axis does not start at zero,3,1,2,4,Text provides better information than visual alone.
180,5c9d2bed010c73001706aeaa,Text,Zero Axis,The y-axis does not start at zero.,3,1,2,4,"Text is most impact, followed by text and visual, followed by visual. This is what I think."
181,5dc1978fdbf8200fe9537083,TextLint,Zero Axis,the y-xis does not start at zero,3,1,2,4,The text was helpful but for those who aren't sure what the y-axis is the text and visual aid are helpful.
183,5d287be62a33c100167c93c6,Visual,Zero Axis,The y-axis didn't start at zero,3,2,1,4,I was able to understand what was going on based on the text.
185,5daf65969975f80015854b5e,Visual,Zero Axis,The y-axis does not start at zero.,3,2,1,4,Easy to understand with all the methods.
186,5c5e3853de929b0001a4d683,Text,Zero Axis,The y-axis does not start at zero,3,1,2,4,because the text helps to understand what is happening and with the visual you already fully understand
151,5bfbf60d18430e000186a0b6,TextLint,Zero Axis,The y-axis does not start at zero,,,,4,The red arrow as a visual is all you need to instantly ascertain the issue
